epoch,tr_loss,tr_f1,val_loss,val_acc,val_f1,val_auc
36,0.313764,0.890164,0.302572,0.972427,0.931703,0.995963
37,0.316041,0.892656,0.296089,0.973423,0.934147,0.996317
38,0.310919,0.914125,0.291565,0.974129,0.936863,0.996217
39,0.305006,0.902829,0.286438,0.974599,0.937387,0.996195
40,0.296605,0.890436,0.282259,0.975128,0.936683,0.996287
41,0.288074,0.900281,0.277494,0.975657,0.94123,0.995976
42,0.298739,0.916934,0.279381,0.976067,0.941094,0.996385
43,0.29169,0.903993,0.274114,0.976064,0.940646,0.996057
44,0.283701,0.921999,0.272695,0.976512,0.940708,0.996143
45,0.287535,0.893746,0.270408,0.97641,0.941245,0.996328
46,0.29295,0.906429,0.272594,0.97632,0.941219,0.99659
47,0.28897,0.915908,0.276448,0.976419,0.940805,0.996381
48,0.293345,0.913529,0.279801,0.977211,0.943274,0.996763
49,0.285518,0.914261,0.267736,0.976905,0.943,0.996997
50,0.270656,0.917157,0.262978,0.976936,0.94321,0.997042
51,0.280813,0.897342,0.266311,0.97624,0.943007,0.997071
52,0.269582,0.896957,0.2627,0.977684,0.943715,0.996994
53,0.280134,0.905855,0.263755,0.977389,0.946495,0.997259
54,0.265739,0.90252,0.252131,0.978503,0.947393,0.997379
55,0.275328,0.912867,0.251084,0.979164,0.949224,0.997669
56,0.256341,0.925876,0.242636,0.978377,0.949927,0.997867
57,0.249587,0.925258,0.233586,0.980413,0.953023,0.997996
58,0.238445,0.924414,0.222977,0.981793,0.954521,0.998513
59,0.239913,0.93303,0.216238,0.981812,0.957895,0.998688
60,0.212147,0.929412,0.197433,0.983501,0.961103,0.998665
61,0.197305,0.959155,0.19473,0.983279,0.965247,0.998784
62,0.184198,0.959213,0.177442,0.984383,0.966563,0.999028
63,0.171874,0.962604,0.167024,0.985913,0.969165,0.999065
64,0.154876,0.967562,0.156228,0.986263,0.973248,0.998806
65,0.149886,0.964395,0.143506,0.988034,0.975897,0.999218
66,0.137853,0.965351,0.139925,0.988602,0.976341,0.999354
67,0.126443,0.974913,0.125204,0.988472,0.979959,0.999548
68,0.125761,0.976007,0.122599,0.989459,0.982034,0.999611
69,0.119146,0.969886,0.115964,0.990204,0.982281,0.999329
70,0.114934,0.969783,0.116713,0.990437,0.983838,0.999385
71,0.11198,0.97489,0.114499,0.990829,0.985301,0.999486
72,0.10829,0.982143,0.105081,0.990608,0.985947,0.999652
73,0.1142,0.977166,0.115981,0.990638,0.985931,0.999308
74,0.097221,0.983576,0.099105,0.991308,0.986274,0.999804
75,0.103345,0.985012,0.103667,0.990594,0.987089,0.999606
76,0.101417,0.982165,0.099903,0.991304,0.987616,0.999532
77,0.10249,0.97813,0.10352,0.991581,0.987229,0.999613
78,0.102587,0.983319,0.102152,0.991058,0.987009,0.999895
79,0.104346,0.976222,0.099036,0.991228,0.988239,0.999633
80,0.089405,0.976938,0.093586,0.99204,0.988501,0.999655
81,0.105249,0.978169,0.110419,0.986299,0.978056,0.997756
82,0.11123,0.968034,0.112436,0.986862,0.977438,0.999923
83,0.118663,0.981768,0.105973,0.987959,0.981212,1.0
84,0.110616,0.972855,0.099033,0.990428,0.986458,1.0
85,0.081463,0.980318,0.086165,0.991094,0.986205,0.999847
86,0.090862,0.982269,0.095636,0.991966,0.990163,1.0
87,0.101234,0.971993,0.092233,0.993828,0.989086,0.999797
88,0.092974,0.973095,0.08753,0.992196,0.988816,0.99997
89,0.102016,0.981588,0.096824,0.992294,0.98843,0.999952
90,0.098623,0.98409,0.095338,0.99267,0.988637,0.999757
91,0.089655,0.984673,0.094073,0.993138,0.988955,1.0
92,0.094916,0.977622,0.092715,0.992159,0.989788,0.999948
93,0.091888,0.977484,0.088793,0.992815,0.989027,0.999978
94,0.108327,0.981803,0.099422,0.992987,0.990264,0.99992
95,0.096262,0.990571,0.092259,0.992845,0.989092,1.0
96,0.091478,0.976139,0.095137,0.992431,0.988736,1.0
97,0.104777,0.980154,0.096316,0.992483,0.989639,0.999953
98,0.099853,0.976553,0.098643,0.992597,0.988603,0.999746
99,0.092783,0.977258,0.09498,0.993004,0.990374,0.999934
100,0.096834,0.980311,0.099253,0.992715,0.989565,0.999968
