epoch,tr_loss,tr_f1,val_loss,val_acc,val_f1,val_auc
50,0.265883,0.890036,0.266906,0.977582,0.94113,0.996822
51,0.274258,0.910893,0.270174,0.976789,0.943484,0.996961
52,0.27771,0.917752,0.265719,0.97726,0.944028,0.997075
53,0.273119,0.918594,0.259833,0.977498,0.94499,0.997373
54,0.264417,0.906847,0.249942,0.978433,0.945311,0.997612
55,0.267538,0.907271,0.249107,0.979052,0.948247,0.997624
56,0.264229,0.91022,0.241398,0.979181,0.950092,0.997906
57,0.257262,0.930501,0.233398,0.980591,0.951541,0.997933
58,0.226306,0.9209,0.218116,0.981243,0.954119,0.998183
59,0.222053,0.915842,0.214824,0.981759,0.958097,0.998483
60,0.217731,0.921297,0.203685,0.982419,0.96014,0.998344
61,0.199198,0.952408,0.19122,0.982377,0.963968,0.998636
62,0.182731,0.958827,0.173694,0.984186,0.967747,0.998767
63,0.161824,0.962152,0.162231,0.985754,0.968824,0.998611
64,0.151609,0.966506,0.154318,0.985004,0.971419,0.999209
65,0.144807,0.963097,0.146318,0.986831,0.97257,0.999505
66,0.140391,0.970372,0.135001,0.987192,0.97436,0.999675
67,0.139984,0.974386,0.134539,0.988196,0.977633,0.999519
68,0.123851,0.970351,0.123528,0.988858,0.978849,0.999427
69,0.117282,0.973062,0.116539,0.989307,0.981277,0.99949
70,0.127196,0.979799,0.114268,0.988721,0.982662,0.999457
71,0.132179,0.978886,0.118155,0.989743,0.982583,0.999376
72,0.105712,0.979588,0.102815,0.990107,0.983778,0.999299
73,0.108994,0.978952,0.109676,0.990662,0.983381,0.999679
74,0.116477,0.983095,0.107456,0.990911,0.984816,0.999614
75,0.102699,0.97463,0.107643,0.990374,0.983572,0.999438
76,0.099538,0.979192,0.101262,0.991273,0.985487,0.999423
77,0.096398,0.98065,0.092635,0.990741,0.986259,0.999641
78,0.108018,0.974737,0.099661,0.99113,0.983878,0.999532
79,0.089535,0.982217,0.092343,0.990961,0.984984,0.999541
80,0.102502,0.978716,0.10311,0.990656,0.986313,0.99974
81,0.12036,0.969488,0.114797,0.986158,0.975542,0.99778
82,0.11173,0.972234,0.10977,0.986393,0.975982,0.999601
83,0.108997,0.971937,0.106519,0.987314,0.97706,0.999619
84,0.110253,0.974721,0.104611,0.989854,0.983728,0.999793
85,0.085358,0.977398,0.089378,0.990427,0.985073,1.0
86,0.093763,0.987753,0.091315,0.992225,0.987435,0.999758
87,0.095079,0.984959,0.096183,0.99177,0.988045,0.999723
88,0.096254,0.98127,0.095098,0.992438,0.986553,0.999822
89,0.104805,0.974478,0.093164,0.991628,0.987896,0.999655
90,0.095211,0.975183,0.092217,0.991445,0.986043,0.999595
91,0.099135,0.974701,0.096923,0.99187,0.987348,0.999749
92,0.094383,0.976378,0.09169,0.992564,0.986534,0.999646
93,0.098423,0.980557,0.098055,0.992407,0.987716,0.999677
94,0.094268,0.971499,0.090894,0.991932,0.987553,0.999751
95,0.104119,0.985065,0.096898,0.99204,0.98757,0.999773
96,0.096887,0.980892,0.100487,0.992027,0.987969,0.999671
97,0.090709,0.971578,0.096501,0.992674,0.986853,0.999782
98,0.096028,0.985161,0.095305,0.992909,0.986827,0.999605
99,0.089547,0.983282,0.091503,0.992167,0.986518,0.999865
100,0.088715,0.974997,0.096355,0.992245,0.987603,0.999584
