epoch,tr_loss,tr_f1,val_loss,val_acc,val_f1,val_auc
40,0.294578,0.902999,0.277963,0.975548,0.938303,0.996046
41,0.295866,0.91313,0.279213,0.976158,0.940052,0.996237
42,0.301868,0.909401,0.279849,0.976821,0.939762,0.996124
43,0.29341,0.896244,0.279028,0.975615,0.941203,0.996339
44,0.293584,0.892913,0.269651,0.977392,0.939958,0.996312
45,0.302312,0.909579,0.281668,0.976176,0.939897,0.996412
46,0.286623,0.896308,0.278303,0.97585,0.942226,0.996396
47,0.277723,0.912857,0.273106,0.975994,0.941552,0.996439
48,0.28912,0.893881,0.27207,0.976918,0.942172,0.996677
49,0.27585,0.898149,0.263687,0.977063,0.942782,0.996516
50,0.279425,0.900974,0.270357,0.977221,0.942433,0.997087
51,0.299912,0.916101,0.26482,0.977382,0.943222,0.996954
52,0.273658,0.919621,0.258125,0.976988,0.945099,0.99749
53,0.282273,0.899514,0.266202,0.977749,0.94524,0.997447
54,0.272411,0.921081,0.259235,0.977326,0.94739,0.997511
55,0.252145,0.915005,0.249694,0.978431,0.948703,0.99762
56,0.265825,0.912196,0.239384,0.97967,0.949756,0.997978
57,0.24834,0.922388,0.226088,0.979363,0.953709,0.998159
58,0.245826,0.921252,0.221534,0.981864,0.9544,0.99834
59,0.220679,0.923448,0.213167,0.982295,0.958346,0.998579
60,0.215466,0.927634,0.199883,0.982259,0.961113,0.99864
61,0.197908,0.950977,0.188859,0.983965,0.965063,0.99895
62,0.177297,0.961087,0.178431,0.984856,0.966145,0.998805
63,0.163864,0.964016,0.162138,0.985507,0.969506,0.999018
64,0.162255,0.964584,0.159672,0.986672,0.972588,0.999255
65,0.14421,0.966182,0.150976,0.987129,0.975309,0.999144
66,0.145633,0.976201,0.136811,0.98794,0.978083,0.999354
67,0.133551,0.966548,0.128424,0.988789,0.979574,0.999651
68,0.131633,0.968556,0.133428,0.989292,0.980999,0.9995
69,0.129315,0.974926,0.12426,0.989681,0.983189,0.999467
70,0.108872,0.972827,0.106074,0.990057,0.985191,0.999752
71,0.1134,0.974923,0.111398,0.990607,0.983367,0.999449
72,0.09357,0.978846,0.104856,0.99078,0.985205,0.999601
73,0.099796,0.979642,0.102984,0.990187,0.986427,0.999837
74,0.10105,0.978278,0.102034,0.990515,0.986373,0.999583
75,0.105226,0.982553,0.103506,0.991528,0.987838,0.999756
76,0.11039,0.971292,0.101654,0.991667,0.986727,0.999721
77,0.095258,0.982103,0.096094,0.991342,0.986424,0.999979
78,0.100024,0.980571,0.096215,0.991071,0.98812,0.999541
79,0.098064,0.978494,0.091759,0.991557,0.985353,0.999681
80,0.09909,0.978617,0.0992,0.991539,0.987307,0.99972
81,0.104525,0.963722,0.113074,0.98578,0.978993,0.997956
82,0.120156,0.97081,0.114638,0.986664,0.977595,0.999985
83,0.106268,0.979185,0.111353,0.987184,0.980076,0.999921
84,0.101706,0.973198,0.099966,0.989871,0.983649,0.999732
85,0.096363,0.98081,0.094191,0.991175,0.986607,0.999837
86,0.097464,0.981532,0.090758,0.991766,0.990623,1.0
87,0.091215,0.9753,0.093959,0.992697,0.987085,1.0
88,0.102181,0.990948,0.098497,0.992797,0.990767,0.999902
89,0.081272,0.976545,0.086805,0.992348,0.987423,1.0
90,0.087872,0.977236,0.088605,0.993017,0.989626,0.999912
91,0.097699,0.970199,0.091539,0.992368,0.989361,1.0
92,0.079501,0.985744,0.084498,0.991958,0.988547,0.99981
93,0.096586,0.985185,0.093643,0.991757,0.989358,0.999861
94,0.102085,0.9927,0.097962,0.991897,0.990172,0.999932
95,0.097518,0.97937,0.095789,0.992405,0.988446,0.999578
96,0.103979,0.985908,0.094181,0.991278,0.990568,0.999699
97,0.084938,0.981342,0.086333,0.992954,0.988783,1.0
98,0.104843,0.968041,0.102999,0.993448,0.989203,0.999942
99,0.107126,0.980372,0.098448,0.992327,0.987938,0.999766
100,0.111101,0.98649,0.099398,0.992324,0.988913,0.999856
