epoch,tr_loss,tr_f1,val_loss,val_acc,val_f1,val_auc
53,0.274111,0.903473,0.257096,0.97783,0.944315,0.997294
54,0.273932,0.925665,0.255845,0.978292,0.946226,0.997399
55,0.252442,0.912657,0.24627,0.978493,0.947246,0.997548
56,0.248889,0.928104,0.240932,0.979423,0.949848,0.998071
57,0.266193,0.912825,0.237178,0.979862,0.951733,0.997615
58,0.24383,0.906317,0.21845,0.980089,0.951999,0.997994
59,0.209842,0.909091,0.210284,0.981687,0.95672,0.998684
60,0.220523,0.912805,0.199722,0.98195,0.958251,0.998528
61,0.185618,0.955144,0.189333,0.984416,0.963006,0.998528
62,0.187615,0.958845,0.185522,0.984204,0.964769,0.998594
63,0.172575,0.965397,0.170558,0.984844,0.967407,0.999007
64,0.16361,0.963218,0.161866,0.986113,0.967187,0.999099
65,0.135163,0.961705,0.136783,0.987106,0.972692,0.99921
66,0.153308,0.959878,0.14077,0.987792,0.973322,0.998972
67,0.129071,0.964068,0.132561,0.987889,0.973952,0.999259
68,0.123791,0.966426,0.127375,0.988691,0.976729,0.999265
69,0.120066,0.977178,0.120027,0.98896,0.978737,0.999416
70,0.109019,0.969126,0.112923,0.989058,0.977485,0.999147
71,0.118519,0.963142,0.114946,0.988699,0.980409,0.999517
72,0.115643,0.972024,0.1084,0.98954,0.979993,0.999689
73,0.101293,0.975656,0.106866,0.988686,0.980345,0.999274
74,0.100439,0.97197,0.10263,0.989504,0.98089,0.999634
75,0.111751,0.97324,0.102761,0.990518,0.980917,0.999773
76,0.116309,0.973763,0.104572,0.990137,0.981992,0.999667
77,0.10903,0.981847,0.104826,0.99012,0.982244,0.999538
78,0.099933,0.969383,0.100666,0.989845,0.983031,0.999574
79,0.105837,0.96987,0.100588,0.989896,0.983443,0.999482
80,0.097787,0.972751,0.098988,0.989999,0.982199,0.999603
81,0.135158,0.970748,0.115842,0.98484,0.972659,0.997541
82,0.105961,0.962261,0.109676,0.984725,0.971382,0.999597
83,0.115055,0.961187,0.10648,0.987153,0.975004,0.999922
84,0.100957,0.972676,0.100238,0.989712,0.978269,0.999961
85,0.094454,0.967371,0.094306,0.989903,0.980902,0.999839
86,0.107017,0.975638,0.097178,0.991152,0.982816,0.999461
87,0.088106,0.980916,0.085977,0.990878,0.982601,0.999455
88,0.103463,0.980285,0.096159,0.991291,0.984445,0.999882
89,0.090229,0.980571,0.093925,0.991735,0.982861,0.999348
90,0.093827,0.979829,0.092024,0.99146,0.984109,0.999758
91,0.099048,0.978129,0.095503,0.991102,0.983939,0.999581
92,0.090407,0.978637,0.100442,0.991972,0.984356,0.999745
93,0.098148,0.974527,0.089208,0.990685,0.983527,0.999563
94,0.086449,0.970812,0.090487,0.99128,0.98509,0.999956
95,0.086719,0.965523,0.084559,0.991343,0.982488,1.0
96,0.094709,0.97738,0.09262,0.991292,0.982888,0.99971
97,0.094676,0.984994,0.089883,0.99146,0.981735,0.999689
98,0.093071,0.983028,0.092592,0.991802,0.983121,0.999553
99,0.089111,0.975139,0.092626,0.991596,0.983334,0.999389
100,0.083978,0.982282,0.088515,0.991368,0.984173,0.999478
